1000, 5
99,99,99,99,99
99,99,99,99,99
0,99,99,99,99
99,0,99,99,99
99,99,0,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
